;4600;4470;4340;4210;4080;3950;3820;3690;3560;3430;3300;3170;3040;2910;2780;2650;2520;2390;2260;2130
3800;23825.88096;19952.78548;16622.02822;13770.57501;11341.1307;9281.769739;7545.580174;6090.320805;4878.091519;3875.016678;3050.941491;2379.141285;1836.043565;1400.9628;1055.847806;785.0416644;575.0540324;414.3457743;293.1257818;203.1598758
3750;27606.40661;23118.75519;19259.49645;15955.59441;13140.66271;10754.53663;8742.860538;7056.690699;5652.113272;4489.877467;3535.043741;2756.646934;2127.374233;1623.257867;1223.382418;909.6066346;666.2996205;480.0912899;339.6369492;235.3958768
3700;32050.09746;26840.08707;22359.61917;18523.90147;15255.86168;12485.65059;10150.16319;8192.577464;6561.910928;5212.594758;4104.065336;3200.373165;2469.809;1884.547075;1420.305304;1056.02231;773.5511571;557.3696298;394.3069258;273.2865925
3650;37284.70861;31223.76856;26011.52418;21549.33443;17747.53908;14524.88077;11807.94778;9530.637586;7633.640964;6063.94651;4774.365518;3723.077006;2873.192788;2192.34243;1652.277952;1228.498109;899.8920993;648.4025286;458.707461;317.9213723
3600;43464.87218;36399.29505;30323.08998;25121.26557;20689.29989;16932.46668;13765.18578;11110.3978;8898.962635;7069.081933;5565.745174;4340.1993;3349.441686;2555.736307;1926.15291;1432.129022;1049.0546;755.8791279;534.7409676;370.6187423
3550;50778.24259;42523.81616;35425.23287;29348.15296;24170.46769;19781.51223;16081.30676;12979.82592;10396.29615;8258.520945;6502.233745;5070.47834;3913.016511;2985.762794;2250.246115;1673.098097;1225.567827;883.0628459;624.7161262;432.9788048
3500;59453.16248;49788.55554;41477.25519;34361.97114;28299.7337;23160.97211;18828.6261;15197.29042;12172.39221;9669.400959;7613.070867;5936.715357;4581.513549;3495.848448;2634.676606;1958.92902;1434.942988;1033.924693;731.4421978;506.9486047
3450;69768.25521;58426.844;48673.53736;40323.75524;33209.72276;27179.38871;22095.38293;17834.01239;14284.29592;11347.03699;8933.934698;6966.73238;5376.403764;4102.376333;3091.791626;2298.802185;1683.90485;1213.310088;858.3470381;594.9039236
3400;82064.46602;68724.20329;57251.93846;47430.56039;39062.72497;31969.58294;25989.5535;20977.14354;16801.81213;13346.88002;10508.48381;8194.57461;6323.960699;4825.394044;3636.700216;2703.951435;1980.682359;1427.148267;1009.625239;699.7519528
3350;96760.22644;81031.0454;67504.37549;55924.22623;46057.91394;37694.56178;30643.65375;24733.64243;19810.61019;15736.98332;12390.29902;9662.024665;7456.42906;5689.505373;4287.94524;3188.163718;2335.37465;1682.715994;1190.424693;825.060598
3300;114370.6159;95778.71931;79790.19153;66102.45172;54440.46772;44554.98302;36220.80767;29235.17257;23416.14702;18601.11888;14645.33706;11420.51597;8813.501325;6724.997011;5068.352524;3768.410445;2760.413517;1988.970795;1407.082334;975.2218675
3250;135531.6581;113499.8578;94553.10596;78332.83768;64513.13393;52798.62036;42922.44197;34644.313;27748.64163;22042.72894;17355.04177;13533.5589;10444.19005;7969.267184;6006.107569;4465.648036;3271.149834;2356.973492;1667.423057;1155.659045
3200;161031.2382;134854.2687;112342.7835;93070.75568;76650.9462;62732.40752;50998.07728;41162.4612;32969.40495;26189.95431;20620.30306;16079.82797;12409.21036;9468.643561;7136.125624;5305.836603;3886.599746;2800.425856;1981.140075;1373.090314
3150;191848.5878;160662.0013;133842.3812;110882.1695;91320.0193;74737.8206;60757.83318;49039.92629;39278.92408;31202.05623;24566.5131;19157.10468;14784.02271;11280.70501;8501.801505;6321.240963;4630.397685;3336.357292;2360.280712;1635.865442
3100;229204.9054;191945.7383;159903.8631;132472.8916;109101.6443;89290.59787;72588.45931;58588.86842;46927.22622;37277.64916;29350.04826;22887.33223;17662.73375;13477.25805;10157.25282;7552.098526;5532.018117;3986.005142;2819.869167;1954.397414
3050;274628.5038;229985.3523;191593.4504;158726.2364;130723.2988;106986.119;86973.96741;70199.95163;56227.21687;44665.2963;35166.61141;27423.12079;21163.11662;16148.16754;12170.20701;9048.765842;6628.347922;4775.947646;3378.708012;2341.717934
3000;330038.9917;276388.4036;230250.3502;190751.6747;157098.7175;128572.1998;104522.2914;84363.8622;67571.91516;53677.20084;42262.01144;32956.15353;25433.09807;19406.30656;14625.73183;10874.49232;7965.718177;5739.567902;4060.413868;2814.195231
2950;397856.5035;333181.6138;277562.9594;229947.9644;189379.8854;154991.6438;125999.8802;101699.2297;81456.81746;64706.97093;50946.15038;39728.09378;30659.17582;23393.97909;17631.07594;13109.01923;9602.540492;6918.95344;4894.76124;3392.465445
2900;481144.0391;402930.0665;335668.1673;278085.4188;229024.7921;187437.6939;152376.7759;122989.0117;98509.03986;78252.76972;61611.25017;48044.7984;37077.38734;28291.28968;21321.97668;15853.26973;11612.74248;8367.37159;5919.433697;4102.646337
2850;583793.7728;488893.2307;407281.3334;337413.5863;277886.1143;227426.6116;184885.6177;149228.1174;119525.463;94947.61642;74755.70985;58294.92178;44987.66707;34327.09833;25870.9164;19235.48749;14090.26444;10152.5095;7182.316001;4977.92592
2800;710772.0348;595230.1182;495867.1976;410802.8426;338327.8276;276893.1137;225099.2265;181686.0296;145522.8892;115599.2298;91015.47581;70974.37846;54772.72481;41793.42546;31497.97882;23419.3087;17154.97217;12360.73452;8744.508072;6060.651381
2750;868442.9714;727270.3303;605865.6805;501931.4545;413379.2686;338316.4596;275033.107;221989.5376;177804.3088;141242.6682;111205.487;86718.66239;66922.98734;51064.48314;38485.19213;28614.42635;20960.46872;15102.72279;10684.30693;7405.088884
